Revathi,4,M,Bahula Thrayodasi,THUS,5-May-16,
Ashwani,4,E,Amaavaasya,FRI,6-May-16,
Krutthika,1,B,Suddha Padyami,SAT,7-May-16,
Mrugasira,1,M,Suddha Thadhiya,MON,9-May-16,
Aardhra,1,E,Suddha Chavithi,TUE,10-May-16,
Punarvasu,1,E*,Suddha Panchami,WED,11-May-16,
Pushyami,2,B*,Suddha Shashti,THUS,12-May-16,
Aasleesha,2,B*,Suddha Saptami,FRI,13-May-16,
Magha,1,E*,Suddha Astami,SAT,14-May-16,
Utthara Phalguni,1,M,Suddha Dasami,MON,16-May-16,
Hastha,1,B,Suddha Ekadasi,TUE,17-May-16,
Hastha,4,E,Suddha Dwadasi,WED,18-May-16,
Chitra,4,M,Suddha Thrayodasi,THUS,19-May-16,
Swathi,3,E*,Suddha Chaturdhasi,FRI,20-May-16,
Visakha,3,M,Poornima,SAT,21-May-16,
Jyeshta,2,E*,Bahula Vidhiya,MON,23-May-16,
Moola,2,M,Bahula Thadhiya,TUE,24-May-16,
Poorva Aashada,2,M,Bahula Chavithi,WED,25-May-16,
Utthara Aaashada,2,M,Bahula Panchami,THUS,26-May-16,
Sravanam,2,B,Bahula Shashti,FRI,27-May-16,
Dhanishta,2,M,Bahula Saptami,SAT,28-May-16,
Poorva Bhaadhra,2,M,Bahula Navami,MON,30-May-16,
Utthara Bhaadra,2,E,Bahula Dasami,TUE,31-May-16,
Revathi,3,B,Bahula Ekadasi,WED,1-Jun-16,
Ashwani,3,M,Bahula Dwadasi,THUS,2-Jun-16,
Bharani,3,M,Bahula Thrayodasi,FRI,3-Jun-16,
Krutthika,3,E*,Bahula Chaturdhasi,SAT,4-Jun-16,
Mrugasira,4,M,Suddha Padyami,MON,6-Jun-16,
Aardhra,4,M,Suddha Thadhiya,TUE,7-Jun-16,
Punarvasu,4,E,Suddha Chavithi,WED,8-Jun-16,
Pushyami,4,E,Suddha Panchami,THUS,9-Jun-16,
Aasleesha,4,E,Suddha Shashti,FRI,10-Jun-16,
Magha,4,M,Suddha Saptami,SAT,11-Jun-16,
Utthara Phalguni,3,E*,Suddha Navami,MON,13-Jun-16,
Hastha,3,M,Suddha Navami,TUE,14-Jun-16,
Chitra,3,M,Suddha Dasami,WED,15-Jun-16,
Swathi,2,E,Suddha Ekadasi,THUS,16-Jun-16,
Visakha,2,M,Suddha Dwadasi,FRI,17-Jun-16,
Anuradha,2,B,Suddha Thrayodasi,SAT,18-Jun-16,
Moola,1,M,Poornima,MON,20-Jun-16,
Poorva Aashada,1,B,Bahula Padyami,TUE,21-Jun-16,
Utthara Aaashada,1,B,Bahula Vidhiya,WED,22-Jun-16,
Sravanam,1,B**,Bahula Thadhiya,THUS,23-Jun-16,
Sravanam,4,E**,Bahula Chavithi,FRI,24-Jun-16,
Sathabhisham,1,B,Bahula Panchami,SAT,25-Jun-16,
Utthara Bhaadra,1,B,Bahula Saptami,MON,27-Jun-16,
Revathi,1,M,Bahula Astami,TUE,28-Jun-16,
Ashwani,1,E,Bahula Navami,WED,29-Jun-16,
Bharani,2,B,Bahula Ekadasi,THUS,30-Jun-16,
Krutthika,2,M,Bahula Dwadasi,FRI,1-Jul-16,
Rohini,2,E,Bahula Thrayodasi,SAT,2-Jul-16,
Aardhra,3,B,Amaavaasya,MON,4-Jul-16,
Punarvasu,3,M,Suddha Padyami,TUE,5-Jul-16,
Pushyami,3,M,Suddha Vidhiya,WED,6-Jul-16,
Aasleesha,3,M,Suddha Thadhiya,THUS,7-Jul-16,
Magha,3,M,Suddha Chavithi,FRI,8-Jul-16,
Poorva Phalguni,3,B,Suddha Panchami,SAT,9-Jul-16,
Hastha,2,M,Suddha Saptami,MON,11-Jul-16,
Chitra,2,B,Suddha Astami,TUE,12-Jul-16,
Swathi,2,B,Suddha Navami,WED,13-Jul-16,
Visakha,1,M,Suddha Dasami,THUS,14-Jul-16,
Anuradha,1,B**,Suddha Ekadasi,FRI,15-Jul-16,
Anuradha,4,E,Suddha Dwadasi,SAT,16-Jul-16,
Moola,4,B,Suddha Chaturdhasi,MON,18-Jul-16,
Poorva Aashada,3,E,Poornima,TUE,19-Jul-16,
Utthara Aaashada,3,E,Bahula Padyami,WED,20-Jul-16,
Sravanam,3,M,Bahula Vidhiya,THUS,21-Jul-16,
Dhanishta,3,M,Bahula Thadhiya,FRI,22-Jul-16,
Sathabhisham,3,M,Bahula Chavithi,SAT,23-Jul-16,
Utthara Bhaadra,4,M,Bahula Shashti,MON,25-Jul-16,
Revathi,4,M,Bahula Saptami,TUE,26-Jul-16,
Ashwani,4,E,Bahula Astami,WED,27-Jul-16,
Krutthika,1,B*,Bahula Navami,THUS,28-Jul-16,
Rohini,1,M,Bahula Dasami,FRI,29-Jul-16,
Mrugasira,1,M,Bahula Ekadasi,SAT,30-Jul-16,
Punarvasu,1,E*,Bahula Chaturdhasi,MON,1-Aug-16,
Pushyami,2,B*,Amaavaasya,TUE,2-Aug-16,
Aasleesha,2,M,Suddha Padyami,WED,3-Aug-16,
Magha,2,B**,Suddha Vidhiya,THUS,4-Aug-16,
Poorva Phalguni,1,E,Suddha Thadhiya,FRI,5-Aug-16,
Utthara Phalguni,1,E,Suddha Chavithi,SAT,6-Aug-16,
Chitra,1,B*,Suddha Shashti,MON,8-Aug-16,
Chitra,4,E,Suddha Shashti,TUE,9-Aug-16,
Swathi,4,M,Suddha Saptami,WED,10-Aug-16,
Visakha,3,E*,Suddha Astami,THUS,11-Aug-16,
Anuradha,3,M,Suddha Navami,FRI,12-Aug-16,
Jyeshta,3,M,Suddha Dasami,SAT,13-Aug-16,
Poorva Aashada,2,E,Suddha Dwadasi,MON,15-Aug-16,
Utthara Aaashada,2,M,Suddha Thrayodasi,TUE,16-Aug-16,
Sravanam,2,M,Suddha Chaturdhasi,WED,17-Aug-16,
Dhanishta,2,M,Poornima,THUS,18-Aug-16,
Sathabhisham,2,M,Bahula Padyami,FRI,19-Aug-16,
Poorva Bhaadhra,2,M,Bahula Vidhiya,SAT,20-Aug-16,
Revathi,2,E**,Bahula Chavithi,MON,22-Aug-16,
Ashwani,2,M,Bahula Panchami,TUE,23-Aug-16,
Bharani,3,M,Bahula Saptami,WED,24-Aug-16,
Krutthika,3,E,Bahula Astami,THUS,25-Aug-16,
Rohini,4,B,Bahula Navami,FRI,26-Aug-16,
Mrugasira,4,M,Bahula Dasami,SAT,27-Aug-16,
Punarvasu,4,E,Bahula Dwadasi,MON,29-Aug-16,
Pushyami,4,E,Bahula Thrayodasi,TUE,30-Aug-16,
Aasleesha,4,E,Bahula Chaturdhasi,WED,31-Aug-16,
Magha,4,M,Amaavaasya,THUS,1-Sep-16,
Poorva Phalguni,4,M,Suddha Padyami,FRI,2-Sep-16,
Utthara Phalguni,4,B,Suddha Vidhiya,SAT,3-Sep-16,
Chitra,3,M,Suddha Chavithi,MON,5-Sep-16,
Swathi,3,B,Suddha Panchami,TUE,6-Sep-16,
Visakha,2,E,Suddha Shashti,WED,7-Sep-16,
Anuradha,2,M,Suddha Saptami,THUS,8-Sep-16,
Jyeshta,2,B,Suddha Astami,FRI,9-Sep-16,
Moola,1,E*,Suddha Navami,SAT,10-Sep-16,
Utthara Aaashada,1,B,Suddha Ekadasi,MON,12-Sep-16,
Sravanam,1,B,Suddha Dwadasi,TUE,13-Sep-16,
Dhanishta,1,B,Suddha Thrayodasi,WED,14-Sep-16,
Sathabhisham,1,B,Suddha Chaturdhasi,THUS,15-Sep-16,
Poorva Bhaadhra,1,B,Poornima,FRI,16-Sep-16,
Utthara Bhaadra,1,B,Bahula Padyami,SAT,17-Sep-16,
Ashwani,1,E,Bahula Thadhiya,MON,19-Sep-16,
Bharani,2,B,Bahula Chavithi,TUE,20-Sep-16,
Krutthika,2,M,Bahula Panchami,WED,21-Sep-16,
Rohini,2,E,Bahula Shashti,THUS,22-Sep-16,
Mrugasira,2,E*,Bahula Saptami,FRI,23-Sep-16,
Aardhra,3,B,Bahula Astami,SAT,24-Sep-16,
Pushyami,3,M,Bahula Ekadasi,MON,26-Sep-16,
Aasleesha,3,M,Bahula Dwadasi,TUE,27-Sep-16,
Magha,3,M,Bahula Thrayodasi,WED,28-Sep-16,
Poorva Phalguni,3,M,Bahula Chaturdhasi,THUS,29-Sep-16,
Utthara Phalguni,3,B,Amaavaasya,FRI,30-Sep-16,
Hastha,2,E,Suddha Padyami,SAT,1-Oct-16,
Swathi,2,B,Suddha Vidhiya,MON,3-Oct-16,
Visakha,2,B*,Suddha Thadhiya,TUE,4-Oct-16,
Anuradha,1,B,Suddha Chavithi,WED,5-Oct-16,
Jyeshta,1,B**,Suddha Panchami,THUS,6-Oct-16,
Jyeshta,4,E,Suddha Shashti,FRI,7-Oct-16,
Moola,4,M,Suddha Saptami,SAT,8-Oct-16,
Utthara Aaashada,3,E,Suddha Navami,MON,10-Oct-16,
Sravanam,3,E,Suddha Dasami,TUE,11-Oct-16,
Dhanishta,3,E,Suddha Ekadasi,WED,12-Oct-16,
Sathabhisham,3,E,Suddha Dwadasi,THUS,13-Oct-16,
Poorva Bhaadhra,3,E,Suddha Thrayodasi,FRI,14-Oct-16,
Utthara Bhaadra,4,M,Suddha Chaturdhasi,SAT,15-Oct-16,
Ashwani,4,E,Bahula Padyami,MON,17-Oct-16,
Bharani,3,M,Bahula Thadhiya,TUE,18-Oct-16,
Rohini,1,B,Bahula Chavithi,WED,19-Oct-16,
Mrugasira,1,M,Bahula Panchami,THUS,20-Oct-16,
Aardhra,1,E,Bahula Panchami,FRI,21-Oct-16,
Punarvasu,2,B*,Bahula Saptami,SAT,22-Oct-16,
Aasleesha,2,M,Bahula Navami,MON,24-Oct-16,
Magha,2,M,Bahula Dasami,TUE,25-Oct-16,
Poorva Phalguni,2,B,Bahula Ekadasi,WED,26-Oct-16,
Utthara Phalguni,1,E*,Bahula Dwadasi,THUS,27-Oct-16,
Hastha,1,E*,Bahula Thrayodasi,FRI,28-Oct-16,
Chitra,1,M,Bahula Chaturdhasi,SAT,29-Oct-16,
Swathi,4,E,Suddha Padyami,MON,31-Oct-16,
Visakha,4,M,Suddha Vidhiya,TUE,1-Nov-16,
Anuradha,3,E,Suddha Thadhiya,WED,2-Nov-16,
Jyeshta,3,M,Suddha Chavithi,THUS,3-Nov-16,
Moola,3,M,Suddha Panchami,FRI,4-Nov-16,
Poorva Aashada,2,E*,Suddha Panchami,SAT,5-Nov-16,
Sravanam,2,M,Suddha Saptami,MON,7-Nov-16,
Dhanishta,2,M,Suddha Astami,TUE,8-Nov-16,
Sathabhisham,2,M,Suddha Navami,WED,9-Nov-16,
Poorva Bhaadhra,2,M,Suddha Ekadasi,THUS,10-Nov-16,
Utthara Bhaadra,2,M,Suddha Dwadasi,FRI,11-Nov-16,
Revathi,3,B**,Suddha Thrayodasi,SAT,12-Nov-16,
Bharani,3,M,Poornima,MON,14-Nov-16,
Krutthika,3,E,Bahula Padyami,TUE,15-Nov-16,
Rohini,4,B,Bahula Vidhiya,WED,16-Nov-16,
Mrugasira,4,M,Bahula Thadhiya,THUS,17-Nov-16,
Aardhra,4,E,Bahula Chavithi,FRI,18-Nov-16,
Punarvasu,4,E,Bahula Panchami,SAT,19-Nov-16,
Aasleesha,4,E*,Bahula Saptami,MON,21-Nov-16,
Magha,4,E*,Bahula Astami,TUE,22-Nov-16,
Poorva Phalguni,4,E,Bahula Navami,WED,23-Nov-16,
Utthara Phalguni,4,M,Bahula Dasami,THUS,24-Nov-16,
Hastha,4,M,Bahula Ekadasi,FRI,25-Nov-16,
Chitra,3,E*,Bahula Dwadasi,SAT,26-Nov-16,
Visakha,3,B,Bahula Chaturdhasi,MON,28-Nov-16,
Anuradha,2,E,Amaavaasya,TUE,29-Nov-16,
Jyeshta,2,M,Suddha Padyami,WED,30-Nov-16,
Moola,2,B,Suddha Vidhiya,THUS,1-Dec-16,
Poorva Aashada,1,E,Suddha Thadhiya,FRI,2-Dec-16,
Utthara Aaashada,1,E,Suddha Chavithi,SAT,3-Dec-16,
Dhanishta,1,B,Suddha Shashti,MON,5-Dec-16,
Sathabhisham,1,B,Suddha Saptami,TUE,6-Dec-16,
Poorva Bhaadhra,1,B,Suddha Astami,WED,7-Dec-16,
Utthara Bhaadra,1,M,Suddha Navami,THUS,8-Dec-16,
Revathi,1,M,Suddha Dasami,FRI,9-Dec-16,
Ashwani,1,E,Suddha Ekadasi,SAT,10-Dec-16,
Krutthika,2,M,Suddha Thrayodasi,MON,12-Dec-16,
Rohini,2,M,Suddha Chaturdhasi,TUE,13-Dec-16,
Mrugasira,2,M,Poornima,WED,14-Dec-16,
Aardhra,3,B,Bahula Vidhiya,THUS,15-Dec-16,
Punarvasu,3,B,Bahula Thadhiya,FRI,16-Dec-16,
Pushyami,3,M,Bahula Chavithi,SAT,17-Dec-16,
Magha,3,M,Bahula Shashti,MON,19-Dec-16,
Poorva Phalguni,3,M,Bahula Saptami,TUE,20-Dec-16,
Utthara Phalguni,3,M,Bahula Astami,WED,21-Dec-16,
Hastha,3,B,Bahula Navami,THUS,22-Dec-16,
Chitra,2,E,Bahula Dasami,FRI,23-Dec-16,
Swathi,2,M,Bahula Ekadasi,SAT,24-Dec-16,
Anuradha,2,B**,Bahula Thrayodasi,MON,26-Dec-16,
Jyeshta,1,M,Bahula Thrayodasi,TUE,27-Dec-16,
Jyeshta,4,E**,Bahula Chaturdhasi,WED,28-Dec-16,
Moola,4,E,Amaavaasya,THUS,29-Dec-16,
Poorva Aashada,4,M,Suddha Padyami,FRI,30-Dec-16,
Utthara Aaashada,4,B,Suddha Vidhiya,SAT,31-Dec-16,
Dhanishta,3,E*,Suddha Chavithi,MON,2-Jan-17,
Sathabhisham,3,E,Suddha Panchami,TUE,3-Jan-17,
Poorva Bhaadhra,3,E*,Suddha Shashti,WED,4-Jan-17,
Utthara Bhaadra,4,B,Suddha Saptami,THUS,5-Jan-17,
Revathi,4,M,Suddha Astami,FRI,6-Jan-17,
Ashwani,4,M,Suddha Navami,SAT,7-Jan-17,
Rohini,1,B,Suddha Dwadasi,MON,9-Jan-17,
Mrugasira,1,M,Suddha Thrayodasi,TUE,10-Jan-17,
Aardhra,1,M,Suddha Chaturdhasi,WED,11-Jan-17,
Punarvasu,1,E*,Poornima,THUS,12-Jan-17,
Pushyami,2,B,Bahula Padyami,FRI,13-Jan-17,
Aasleesha,2,M,Bahula Vidhiya,SAT,14-Jan-17,
Poorva Phalguni,2,B,Bahula Chavithi,MON,16-Jan-17,
Utthara Phalguni,2,B,Bahula Panchami,TUE,17-Jan-17,
Hastha,1,E*,Bahula Shashti,WED,18-Jan-17,
Chitra,1,E,Bahula Saptami,THUS,19-Jan-17,
Swathi,1,E,Bahula Astami,FRI,20-Jan-17,
Visakha,1,B*,Bahula Navami,SAT,21-Jan-17,
Anuradha,4,B,Bahula Ekadasi,MON,23-Jan-17,
Jyeshta,3,E,Bahula Dwadasi,TUE,24-Jan-17,
Moola,3,M,Bahula Thrayodasi,WED,25-Jan-17,
Poorva Aashada,3,M,Bahula Chaturdhasi,THUS,26-Jan-17,
Utthara Aaashada,2,E*,Amaavaasya,FRI,27-Jan-17,
Sravanam,2,M,Suddha Padyami,SAT,28-Jan-17,
Sathabhisham,2,M,Suddha Thadhiya,MON,30-Jan-17,
Poorva Bhaadhra,2,M,Suddha Chavithi,TUE,31-Jan-17,
Utthara Bhaadra,2,E,Suddha Panchami,WED,1-Feb-17,
Revathi,2,E*,Suddha Shashti,THUS,2-Feb-17,
Ashwani,3,B,Suddha Saptami,FRI,3-Feb-17,
Bharani,3,M,Suddha Astami,SAT,4-Feb-17,
Rohini,3,E*,Suddha Dasami,MON,6-Feb-17,
Mrugasira,4,M,Suddha Ekadasi,TUE,7-Feb-17,
Aardhra,4,M,Suddha Dwadasi,WED,8-Feb-17,
Punarvasu,4,E,Suddha Thrayodasi,THUS,9-Feb-17,
Pushyami,4,E*,Suddha Chaturdhasi,FRI,10-Feb-17,
Aasleesha,4,E*,Poornima,SAT,11-Feb-17,
Poorva Phalguni,4,E*,Bahula Thadhiya,MON,13-Feb-17,
Utthara Phalguni,4,E,Bahula Chavithi,TUE,14-Feb-17,
Hastha,4,M,Bahula Panchami,WED,15-Feb-17,
Chitra,4,B,Bahula Panchami,THUS,16-Feb-17,
Swathi,3,E*,Bahula Shashti,FRI,17-Feb-17,
Visakha,3,M,Bahula Saptami,SAT,18-Feb-17,
Jyeshta,3,E,Bahula Navami,MON,20-Feb-17,
Moola,2,M,Bahula Dasami,TUE,21-Feb-17,
Poorva Aashada,2,B*,Bahula Ekadasi,WED,22-Feb-17,
Utthara Aaashada,1,E,Bahula Dwadasi,THUS,23-Feb-17,
Sravanam,1,E,Bahula Thrayodasi,FRI,24-Feb-17,
Dhanishta,1,B,Bahula Chaturdhasi,SAT,25-Feb-17,
Poorva Bhaadhra,1,B,Suddha Padyami,MON,27-Feb-17,
Utthara Bhaadra,1,B,Suddha Vidhiya,TUE,28-Feb-17,
Revathi,1,M,Suddha Thadhiya,WED,1-Mar-17,
Ashwani,1,M,Suddha Chavithi,THUS,2-Mar-17,
Bharani,1,E*,Suddha Panchami,FRI,3-Mar-17,
Krutthika,2,B,Suddha Shashti,SAT,4-Mar-17,
Mrugasira,2,M,Suddha Navami,MON,6-Mar-17,
Aardhra,3,B*,Suddha Dasami,TUE,7-Mar-17,
Punarvasu,3,B,Suddha Ekadasi,WED,8-Mar-17,
Pushyami,3,M,Suddha Dwadasi,THUS,9-Mar-17,
Aasleesha,3,M,Suddha Thrayodasi,FRI,10-Mar-17,
Magha,3,E,Suddha Chaturdhasi,SAT,11-Mar-17,
Utthara Phalguni,3,M,Bahula Padyami,MON,13-Mar-17,
Hastha,3,M,Bahula Vidhiya,TUE,14-Mar-17,
Chitra,3,B,Bahula Thadhiya,WED,15-Mar-17,
Swathi,2,E,Bahula Chavithi,THUS,16-Mar-17,
Visakha,2,M,Bahula Panchami,FRI,17-Mar-17,
Anuradha,2,M,Bahula Shashti,SAT,18-Mar-17,
Moola,1,B,Bahula Astami,MON,20-Mar-17,
Moola,4,E*,Bahula Astami,TUE,21-Mar-17,
Poorva Aashada,4,E,Bahula Navami,WED,22-Mar-17,
Utthara Aaashada,4,M,Bahula Dasami,THUS,23-Mar-17,
Sravanam,4,B,Bahula Ekadasi,FRI,24-Mar-17,
Dhanishta,4,B*,Bahula Dwadasi,SAT,25-Mar-17,
Poorva Bhaadhra,4,B,Bahula Chaturdhasi,MON,27-Mar-17,
Utthara Bhaadra,4,M,Amaavaasya,TUE,28-Mar-17,
Revathi,4,M,Suddha Padyami,WED,29-Mar-17,
Ashwani,4,M,Suddha Thadhiya,THUS,30-Mar-17,
Bharani,4,E,Suddha Chavithi,FRI,31-Mar-17,
